id,lat,long,zone,date,CO
24,18.723065253201693,98.97559377995931,urban,2024-03-31,0.0635740090869281
25,18.816623633573617,98.99115280259166,urban,2024-03-31,NA
26,18.799616630104307,98.99115281170437,urban,2024-03-31,NA
27,18.782607636523494,98.9911528025845,urban,2024-03-31,NA
28,18.765598139329224,98.99115280251972,urban,2024-03-31,NA
29,18.791111125802086,99.00671258026475,urban,2024-03-31,NA
30,18.774102141283294,99.00671259850732,urban,2024-03-31,NA
1,18.74007870120448,98.91335808785006,urban,2024-04-01,0.07010002434254177
2,18.76559811840203,98.92891589958906,urban,2024-04-01,0.07013804006582268
3,18.7485846663651,98.9289158995633,urban,2024-04-01,0.0701000243425548
4,18.731571228912202,98.92891589956444,urban,2024-04-01,0.06935423852864538
5,18.791111128265864,98.94447493992463,urban,2024-04-01,0.0791623341622099
6,18.77410214222722,98.94447494902433,urban,2024-04-01,0.07258892624987129
7,18.757090678745303,98.94447493990828,urban,2024-04-01,0.07147814741941182
8,18.74007871834797,98.94447493987954,urban,2024-04-01,0.07122930675612416
9,18.723065258432655,98.94447493075144,urban,2024-04-01,0.06754003419319499
10,18.83362866444315,98.96003473115987,urban,2024-04-01,0.07951988166080826
11,18.816623631248998,98.96003473117173,urban,2024-04-01,0.08089082945998234
12,18.799616617653914,98.96003474023692,urban,2024-04-01,0.08095847070216641
13,18.7826076136698,98.96003473112485,urban,2024-04-01,0.07667075825377954
14,18.76559810565482,98.96003473107459,urban,2024-04-01,0.0722586587071393
15,18.748584661185397,98.96003473109663,urban,2024-04-01,0.07225865870716588
16,18.731571231481407,98.96003473112006,urban,2024-04-01,0.07063839917124366
17,18.84213017229777,98.97559378002752,urban,2024-04-01,0.0793182137953437
18,18.82512516247161,98.9755937800094,urban,2024-04-01,0.08054899983193216
19,18.808118649028923,98.97559378000697,urban,2024-04-01,0.08095847070217203
20,18.791111130814,98.97559377086888,urban,2024-04-01,0.08051542820264806
21,18.774102133565243,98.97559378912425,urban,2024-04-01,0.07243183218927432
22,18.75709067921216,98.97559378001435,urban,2024-04-01,0.07225865870715222
23,18.740078723392486,98.97559377995805,urban,2024-04-01,0.07225379655686263
24,18.723065253201693,98.97559377995931,urban,2024-04-01,0.06748976598625553
25,18.816623633573617,98.99115280259166,urban,2024-04-01,0.08095847071762532
26,18.799616630104307,98.99115281170437,urban,2024-04-01,0.08089859731752486
27,18.782607636523494,98.9911528025845,urban,2024-04-01,0.0753922026585858
28,18.765598139329224,98.99115280251972,urban,2024-04-01,0.07225865870713494
29,18.791111125802086,99.00671258026475,urban,2024-04-01,0.07901181107074666
30,18.774102141283294,99.00671259850732,urban,2024-04-01,0.07225865870715109
1,18.74007870120448,98.91335808785006,urban,2024-04-02,0.06105537742235577
2,18.76559811840203,98.92891589958906,urban,2024-04-02,0.06064222167775794
3,18.7485846663651,98.9289158995633,urban,2024-04-02,0.060964721156741154
4,18.731571228912202,98.92891589956444,urban,2024-04-02,0.06101965457838122
5,18.791111128265864,98.94447493992463,urban,2024-04-02,0.06366705149410655
6,18.77410214222722,98.94447494902433,urban,2024-04-02,0.06366705149411037
7,18.757090678745303,98.94447493990828,urban,2024-04-02,0.06133778349398726
8,18.74007871834797,98.94447493987954,urban,2024-04-02,0.06077086007409539
9,18.723065258432655,98.94447493075144,urban,2024-04-02,0.06078832095660745
10,18.83362866444315,98.96003473115987,urban,2024-04-02,0.06677736340120342
11,18.816623631248998,98.96003473117173,urban,2024-04-02,0.0658975566982122
12,18.799616617653914,98.96003474023692,urban,2024-04-02,0.06366845045736111
13,18.7826076136698,98.96003473112485,urban,2024-04-02,0.06365924094412159
14,18.76559810565482,98.96003473107459,urban,2024-04-02,0.06209383616523277
15,18.748584661185397,98.96003473109663,urban,2024-04-02,0.060736190527667225
16,18.731571231481407,98.96003473112006,urban,2024-04-02,0.060736190527669265
17,18.84213017229777,98.97559378002752,urban,2024-04-02,0.06849833167568968
18,18.82512516247161,98.9755937800094,urban,2024-04-02,0.06660147331440919
19,18.808118649028923,98.97559378000697,urban,2024-04-02,0.06496630208792525
20,18.791111130814,98.97559377086888,urban,2024-04-02,0.06379555257274071
21,18.774102133565243,98.97559378912425,urban,2024-04-02,0.06297521391709276
22,18.75709067921216,98.97559378001435,urban,2024-04-02,0.060736568348975
23,18.740078723392486,98.97559377995805,urban,2024-04-02,0.060736190527700476
24,18.723065253201693,98.97559377995931,urban,2024-04-02,0.06066819717930842
25,18.816623633573617,98.99115280259166,urban,2024-04-02,0.06853173180366352
26,18.799616630104307,98.99115281170437,urban,2024-04-02,0.06816155430311993
27,18.782607636523494,98.9911528025845,urban,2024-04-02,0.06710118032289775
28,18.765598139329224,98.99115280251972,urban,2024-04-02,0.06187670807552256
29,18.791111125802086,99.00671258026475,urban,2024-04-02,0.0686936489882697
30,18.774102141283294,99.00671259850732,urban,2024-04-02,0.0651803128255958
1,18.74007870120448,98.91335808785006,urban,2024-04-03,0.07625996367552594
2,18.76559811840203,98.92891589958906,urban,2024-04-03,0.0770722553133871
3,18.7485846663651,98.9289158995633,urban,2024-04-03,0.07685817355050965
4,18.731571228912202,98.92891589956444,urban,2024-04-03,0.07008263784458735
5,18.791111128265864,98.94447493992463,urban,2024-04-03,0.07707225468800478
6,18.77410214222722,98.94447494902433,urban,2024-04-03,0.07707225531342206
7,18.757090678745303,98.94447493990828,urban,2024-04-03,0.07707225531342754
